reporting_year,section,subsection,question_index,upper_question_text,question_text,additional_question_info_1,additional_question_info_2,response_type,response
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.PrCvrg.Sr,4.1.1a Please indicate whether your employer-funded paid parental leave covers,4.1.1a Please indicate whether your employer-funded paid parental leave covers,Employer-funded paid parental leave covers,Universal,Option,Surrogacy
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.PrWks,4.1.1d How many weeks of employer-funded paid parental leave is provided?,4.1.1d How many weeks of employer-funded paid parental leave is provided?,Weeks of employer-funded paid parental leave provided,Universal,Numeric,NA
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.QP.N,4.1.1f Do you require carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer-funded parental leave?,4.1.1f Do you require carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer-funded parental leave?,Qualitfying period to access employer-funded parental leave,Universal,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.QP.Y,4.1.1f Do you require carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer-funded parental leave?,4.1.1f Do you require carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer-funded parental leave?,Qualitfying period to access employer-funded parental leave,Universal,Option,Yes
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.QP.Y.No.Dets,4.1.1f Do you require carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer-funded parental leave?,4.1.1f.1 How long is the qualifying period (in months)?,Qualifying period for employer-funded paid parental leave,Universal,Numeric,NA
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.Super.Emp,4.1.1c Do you pay superannuation contribution to your carers while they are on parental leave?,4.1.1c Do you pay superannuation contribution to your carers while they are on parental leave?,Superannuation contributions made to carers while on parental leave,Universal,Option,"Yes, on employer funded parental leave"
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.Super.Gov,4.1.1c Do you pay superannuation contribution to your carers while they are on parental leave?,4.1.1c Do you pay superannuation contribution to your carers while they are on parental leave?,Superannuation contributions made to carers while on parental leave,Universal,Option,"Yes, on government funded parental leave"
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.Super.No,4.1.1c Do you pay superannuation contribution to your carers while they are on parental leave?,4.1.1c Do you pay superannuation contribution to your carers while they are on parental leave?,Superannuation contributions made to carers while on parental leave,Universal,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.Super.Unp,4.1.1c Do you pay superannuation contribution to your carers while they are on parental leave?,4.1.1c Do you pay superannuation contribution to your carers while they are on parental leave?,Superannuation contributions made to carers while on parental leave,Universal,Option,"Yes, on unpaid parental leave"
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.TP.N,"4.1.1g Do you require carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?","4.1.1g Do you require carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",Specific time frame to take employer-funded paid parental leave,Universal,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.TP.Y,"4.1.1g Do you require carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?","4.1.1g Do you require carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",Specific time frame to take employer-funded paid parental leave,Universal,Option,Yes
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.TP.Y.12m,"4.1.1g Do you require carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",4.1.1g.1 Time period for carers to take employer funded leave,Period to take employer-funded paid parental leave,Universal,Option,Within 12 months
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.TP.Y.24m,"4.1.1g Do you require carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",4.1.1g.1 Time period for carers to take employer funded leave,Period to take employer-funded paid parental leave,Universal,Option,Within 24 months
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.TP.Y.6m,"4.1.1g Do you require carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",4.1.1g.1 Time period for carers to take employer funded leave,Period to take employer-funded paid parental leave,Universal,Option,Within 6 months
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW/.TP.Y.O24,"4.1.1g Do you require carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",4.1.1g.1 Time period for carers to take employer funded leave,Period to take employer-funded paid parental leave,Universal,Option,Over 24 months
2023-24,Employee support,Support for Carers,PPL.SOC.EMP.RES.Job,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4a Do the formal policies and/or strategies include any of the following?,NA,NA,Option,Job redesign to support family or caring responsibilities
2023-24,Employee support,Support for Carers,SC.Mchs.InPk.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Information packs for those with family and/or caring responsibilities,Option,No
2023-24,Employee support,Support for Carers,PPL.SOC.SM.KIT.YA,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Keep-in-touch programs for carers on extended leave and/or parental leave,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Ref.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Referral services to support employees with family and/or caring responsibilities,Option,No
2023-24,Employee support,Support for Carers,SC.Car.N,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,NA,NA,Option,No
2023-24,Employee support,Support for Carers,SC.Car.N.Dev,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,NA,NA,Option,Currently under development
2023-24,Employee support,Support for Carers,SC.Car.N.Dev.Date,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4a Do the formal policies and/or strategies include any of the following?,NA,NA,Date,NA
2023-24,Employee support,Support for Carers,SC.Car.N.Oth,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,NA,NA,Option,Other
2023-24,Employee support,Support for Carers,SC.Car.Y,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,NA,NA,Option,Yes
2023-24,Employee support,Support for Carers,SC.Car.Y.EXT,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4a Do the formal policies and/or strategies include any of the following?,NA,NA,Option,Extended carers leave and/or compassionate leave
2023-24,Employee support,Support for Carers,SC.Car.Y.Fle,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4a Do the formal policies and/or strategies include any of the following?,NA,NA,Option,Flexible working arrangements and adjustments to work hours and/or location to support family or caring responsibilities
2023-24,Employee support,Support for Carers,SC.Car.Y.GEN,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4a Do the formal policies and/or strategies include any of the following?,NA,NA,Option,Gender inclusive language when referring to carers
2023-24,Employee support,Support for Carers,SC.Car.Y.Oth,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4a Do the formal policies and/or strategies include any of the following?,NA,NA,Option,Other leave available to employees with family or caring responsibilities
2023-24,Employee support,Support for Carers,SC.Car.Y.PPL,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4a Do the formal policies and/or strategies include any of the following?,NA,NA,Option,Paid Parental leave
2023-24,Employee support,Support for Carers,SC.Car.Y.Pol,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,NA,NA,Option,Policy
2023-24,Employee support,Support for Carers,SC.Car.Y.Strat,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,NA,NA,Option,Strategy
2023-24,Employee support,Support for Carers,SC.Car.Y.Sup,4.4 Do you have formal policies and/or formal strategies to support employees with family or caring responsibilities?,4.4a Do the formal policies and/or strategies include any of the following?,NA,NA,Option,"Support for all carers (e.g. carers of children, elders, people with disability)"
2023-24,Employee support,Support for Carers,Sc.Mchs.Otr.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Other,Option,Other
2023-24,Employee support,Support for Carers,Sc.Mchs.Otr.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Other,Option,Other
2023-24,Employee support,Support for Carers,Sc.Mchs.Otr.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Other,Option,Other
2023-24,Employee support,Support for Carers,SC.Mchs.PWrk.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Parenting workshop targeting mothers,Option,No
2023-24,Employee support,Support for Carers,SC.Mch.SM.ATC.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Access to counselling and external support for carers,Option,No
2023-24,Employee support,Support for Carers,SC.Mch.SM.ATC.YA,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Access to counselling and external support for carers,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mch.SM.ATC.YS,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Access to counselling and external support for carers,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.BrFd.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Breastfeeding facilities,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.BrFd.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Breastfeeding facilities,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.BrFd.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Breastfeeding facilities,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Cch.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Coaching for employees returning to work from parental leave and/or extended carers leave and/or career breaks,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.Cch.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Coaching for employees returning to work from parental leave and/or extended carers leave and/or career breaks,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Cch.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Coaching for employees returning to work from parental leave and/or extended carers leave and/or career breaks,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Sub.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Employer subsidised childcare,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.Sub.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Employer subsidised childcare,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Sub.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Employer subsidised childcare,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.InPk.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Information packs for those with family and/or caring responsibilities,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.InPk.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Information packs for those with family and/or caring responsibilities,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.In.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Internal support networks for parents and/or carers,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.In.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Internal support networks for parents and/or carers,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.In.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Internal support networks for parents and/or carers,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mch.SM.KIT.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Keep-in-touch programs for carers on extended leave and/or parental leave,Option,No
2023-24,Employee support,Support for Carers,SC.Mch.SM.KIT.YS,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Keep-in-touch programs for carers on extended leave and/or parental leave,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Site.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,On-site childcare,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.Site.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,On-site childcare,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Site.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,On-site childcare,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.PWrF.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Parenting workshops targeting fathers,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.PWrF.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Parenting workshops targeting fathers,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.PWrF.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Parenting workshops targeting fathers,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.PWrk.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Parenting workshop targeting mothers,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.PWrk.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Parenting workshop targeting mothers,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Ref.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Referral services to support employees with family and/or caring responsibilities,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Ref.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Referral services to support employees with family and/or caring responsibilities,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Ref.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Referral services for care facilities,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.Ref.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Referral services for care facilities,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Ref.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Referral services for care facilities,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Bon.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Return to work bonus,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.Bon.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Return to work bonus,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Bon.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Return to work bonus,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mch.SM.SFE.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Support for employees with securing care,Option,No
2023-24,Employee support,Support for Carers,SC.Mch.SM.SFE.YA,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Support for employees with securing care,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mch.SM.SFE.YS,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Support for employees with securing care,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.SCar.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Support in securing school holiday care,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.SCar.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Support in securing school holiday care,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.SCar.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Support in securing school holiday care,Option,At some worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Com.N,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Targeted communication mechanisms,Option,No
2023-24,Employee support,Support for Carers,SC.Mchs.Com.Y.All,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Targeted communication mechanisms,Option,At all worksites
2023-24,Employee support,Support for Carers,SC.Mchs.Com.Y.Some,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,4.5 Do you offer any of the following support mechanisms for employees with family or caring responsibilities?,NA,Targeted communication mechanisms,Option,At some worksites
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Dat.N,"5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?","5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?",NA,NA,Option,No
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Dat.Y,"5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?","5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?",NA,NA,Option,Yes
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Dat.Y.AdC,"5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?","5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?",NA,NA,Option,Anonymous disclosures through a staff survey
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Dat.Y.FdC,"5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?","5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?",NA,NA,Option,Number of formal disclosures or complaints made in a year
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Dat.Y.GAPer,"5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?","5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?",NA,NA,Option,Gender of the accused or perpetrator
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Dat.Y.GCVic,"5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?","5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?",NA,NA,Option,Gender of the complainant/aggrieved or victim
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Dat.Y.IdC,"5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?","5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?",NA,NA,Option,Number of informal disclosures or complaints made in a year
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Dat.Y.OutInv,"5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?","5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?",NA,NA,Option,Outcomes of investigations
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Dat.Y.othr,"5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?","5.8 Does your organisation collect data on sexual harassment in your workplace, if yes, what do you collect?",NA,NA,Option,Other
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.CEO.No,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Chief Executive Officer or equivalent,Option,No
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.CEO.Ys,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Chief Executive Officer or equivalent,Option,Yes
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.CEO.Ys.crwb,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Chief Executive Officer or equivalent,Option,The CEO or equivalent has made explicit the expectation of line manages in communicating on respectful workplace behaviour
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.CEO.Ys.emeai,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Chief Executive Officer or equivalent,Option,The expectations of the CEO or equivalent is made explicit at inductions
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.CEO.Ys.meecoa,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Chief Executive Officer or equivalent,Option,"Explicit communications occur ahead of big events (e.g. the Christmas party, conferences) or at internal launches (e.g. at the launch of a new strategy)"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.CEO.Ys.meswp,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Chief Executive Officer or equivalent,Option,The expectations of the CEO or equivalent is made explicit to staff when promoted
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.CEO.Ys.ocma,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Chief Executive Officer or equivalent,Option,Other communications are made annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.CEO.Ys.ocmma,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Chief Executive Officer or equivalent,Option,Other communications made more often than annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.CEO.Ys.other,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Chief Executive Officer or equivalent,Option,Other
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.GB.No,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Members of the governing body,Option,No
